OrderID,CampaignID,AttributionModel,ConversionDays,CampaignChannel
O00036722,M0156,First Click,17,Search
O00036723,M0952,Time Decay,4,Search
O00036724,M0710,Linear,7,Email
O00036728,M0203,Last Click,5,Affiliate
O00036729,M0453,Linear,13,Search
O00036730,M0363,Linear,25,Social
O00036731,M0101,Linear,11,Search
O00036735,M0174,Linear,10,Email
O00036737,M0593,First Click,18,Email
O00036738,M0040,First Click,2,Email
O00036740,M0115,Linear,20,Social
O00036741,M0803,Time Decay,28,Email
O00036742,M0961,Linear,12,Search
O00036743,M0605,First Click,0,Social
O00036744,M0043,Linear,8,Affiliate
O00036745,M0281,Linear,7,Email
O00036748,M0956,Linear,18,Social
O00036749,M0600,Linear,24,Social
O00036751,M0950,Last Click,22,Social
O00036752,M0856,Time Decay,23,Affiliate
O00036755,M0900,First Click,16,Search
O00036757,M0928,Linear,26,Search
O00036758,M0867,Time Decay,18,Affiliate
O00036759,M0272,Linear,14,Affiliate
O00036760,M0909,Time Decay,23,Affiliate
O00036761,M0296,First Click,28,Email
O00036762,M0303,Linear,17,Email
O00036763,M0745,First Click,22,Social
O00036764,M0345,Last Click,25,Social
O00036766,M0957,First Click,22,Social
O00036767,M0951,Linear,14,Email
O00036771,M0985,First Click,22,Search
O00036773,M0763,Time Decay,12,Affiliate
O00036774,M0992,Time Decay,14,Social
O00036775,M0541,Last Click,5,Social
O00036776,M0740,Last Click,19,Email
O00036777,M0134,Last Click,5,Affiliate
O00036778,M0918,Last Click,25,Email
O00036780,M0343,Last Click,2,Search
O00036782,M0745,Linear,29,Social
O00036783,M0768,Linear,0,Email
O00036785,M0388,Last Click,7,Search
O00036786,M0731,First Click,9,Email
O00036787,M0149,Linear,4,Search
O00036789,M0409,Linear,12,Social
O00036791,M0363,Last Click,10,Social
O00036792,M0231,Last Click,17,Search
O00036793,M0095,First Click,29,Email
O00036794,M0130,Time Decay,14,Social
O00036795,M0620,First Click,21,Email
O00036796,M0732,Time Decay,6,Social
O00036797,M0496,Linear,29,Email
O00036798,M0309,Time Decay,8,Social
O00036800,M0008,Last Click,30,Email
O00036802,M0096,Time Decay,25,Affiliate
O00036803,M0303,Time Decay,22,Email
O00036804,M0920,Last Click,26,Affiliate
O00036805,M0911,Last Click,30,Affiliate
O00036806,M0045,Last Click,26,Search
O00036808,M0443,Time Decay,19,Affiliate
O00036810,M0171,Last Click,11,Search
O00036811,M0234,Linear,16,Search
O00036812,M0660,First Click,28,Social
O00036813,M0691,Last Click,28,Email
O00036814,M0191,Last Click,24,Email
O00036815,M0491,First Click,30,Affiliate
O00036816,M0564,Linear,25,Affiliate
O00036819,M0262,Linear,3,Search
O00036820,M0839,Linear,1,Affiliate
O00036822,M0993,Time Decay,6,Affiliate
O00036824,M0212,Linear,2,Affiliate
O00036825,M0928,First Click,18,Search
O00036826,M0671,First Click,16,Affiliate
O00036827,M0923,Time Decay,14,Affiliate
O00036828,M0370,Last Click,5,Affiliate
O00036829,M0015,First Click,27,Affiliate
O00036831,M0272,First Click,17,Affiliate
O00036833,M0356,Last Click,17,Social
O00036834,M0213,Time Decay,0,Social
O00036835,M0858,Linear,15,Social
O00036836,M0231,Last Click,10,Search
O00036838,M0246,Last Click,23,Search
O00036839,M0579,Linear,20,Affiliate
O00036840,M0463,Time Decay,7,Affiliate
O00036842,M0955,Time Decay,22,Search
O00036843,M0066,Linear,25,Email
O00036845,M0899,First Click,9,Email
O00036846,M0206,Time Decay,25,Affiliate
O00036848,M0191,Linear,7,Email
O00036849,M0493,Linear,15,Search
O00036850,M0641,Last Click,3,Search
O00036851,M0980,First Click,10,Social
O00036852,M0253,First Click,7,Affiliate
O00036853,M0926,Time Decay,27,Affiliate
O00036855,M0422,Last Click,19,Email
O00036857,M0996,Linear,12,Email
O00036858,M0058,Last Click,24,Social
O00036859,M0359,Time Decay,10,Affiliate
O00036860,M0646,Time Decay,0,Search
O00036861,M0956,Time Decay,29,Social
O00036862,M0822,Last Click,5,Email
O00036863,M0129,Linear,15,Social
O00036864,M0224,First Click,27,Social
O00036865,M0862,First Click,22,Email
O00036867,M0964,Linear,16,Affiliate
O00036868,M0913,Linear,2,Email
O00036869,M0659,Time Decay,22,Email
O00036870,M0220,Linear,1,Social
O00036872,M0582,Linear,2,Affiliate
O00036873,M0030,Linear,14,Search
O00036874,M0713,Last Click,19,Email
O00036875,M0191,Time Decay,25,Email
O00036877,M0701,First Click,9,Affiliate
O00036878,M0307,Last Click,2,Social
O00036880,M0913,Time Decay,9,Email
O00036881,M0706,First Click,9,Social
O00036882,M0472,Linear,13,Social
O00036883,M0724,First Click,30,Email
O00036884,M0804,Last Click,7,Affiliate
O00036885,M0002,Linear,19,Email
O00036887,M0689,Time Decay,29,Search
O00036889,M0406,Linear,16,Search
O00036891,M0698,Linear,29,Social
O00036892,M0866,First Click,17,Affiliate
O00036894,M0515,Time Decay,9,Affiliate
O00036895,M0667,First Click,4,Email
O00036896,M0818,First Click,30,Social
O00036897,M0817,First Click,10,Social
O00036898,M0890,Linear,20,Search
O00036899,M0127,Last Click,30,Social
O00036901,M0520,Last Click,12,Email
O00036902,M0898,Linear,24,Search
O00036904,M0407,Last Click,12,Social
O00036905,M0467,Linear,14,Affiliate
O00036906,M0629,Last Click,18,Social
O00036907,M0616,First Click,1,Email
O00036910,M0861,Last Click,27,Email
O00036911,M0900,First Click,26,Search
O00036912,M0914,Last Click,23,Affiliate
O00036913,M0671,Time Decay,8,Affiliate
O00036914,M0191,Last Click,20,Email
O00036915,M0462,First Click,18,Search
O00036918,M0717,Time Decay,0,Search
O00036921,M0350,Last Click,30,Social
O00036922,M0226,First Click,5,Social
O00036923,M0685,Linear,13,Social
O00036924,M0472,First Click,3,Social
O00036925,M0126,Time Decay,22,Social
O00036926,M0605,First Click,11,Social
O00036928,M0059,Last Click,14,Social
O00036929,M0561,First Click,11,Search
O00036930,M0315,Linear,8,Social
O00036931,M0860,Linear,3,Search
O00036933,M0567,Last Click,27,Search
O00036934,M0515,Time Decay,20,Affiliate
O00036936,M0259,Linear,0,Email
O00036937,M0977,Last Click,15,Email
O00036938,M0046,Linear,6,Social
O00036939,M0352,Linear,14,Search
O00036940,M0974,First Click,28,Email
O00036941,M0218,Last Click,10,Affiliate
O00036942,M0660,First Click,30,Social
O00036943,M0330,Last Click,25,Social
O00036944,M0548,Linear,26,Search
O00036945,M0890,Time Decay,29,Search
O00036947,M0017,First Click,15,Affiliate
O00036948,M0881,First Click,14,Social
O00036949,M0151,Last Click,15,Affiliate
O00036950,M0936,First Click,29,Affiliate
O00036953,M0987,Time Decay,7,Search
O00036955,M0181,Time Decay,17,Search
O00036957,M0525,Linear,10,Affiliate
O00036958,M0957,Last Click,1,Social
O00036959,M0527,Time Decay,4,Search
O00036962,M0703,Time Decay,15,Affiliate
O00036964,M0725,First Click,7,Affiliate
O00036965,M0886,First Click,26,Search
O00036966,M0520,First Click,21,Email
O00036967,M0072,Last Click,2,Email
O00036969,M0390,Time Decay,12,Search
O00036970,M0272,Last Click,7,Affiliate
O00036972,M0404,Time Decay,1,Social
O00036973,M0215,First Click,4,Email
O00036974,M0710,First Click,8,Email
O00036975,M0637,First Click,30,Affiliate
O00036976,M0835,Linear,26,Search
O00036977,M0067,Linear,13,Social
O00036978,M0823,Time Decay,29,Affiliate
O00036979,M0597,Time Decay,27,Affiliate
O00036980,M0825,Linear,15,Search
O00036981,M0080,First Click,27,Search
O00036983,M0853,Linear,19,Email
O00036984,M0752,Time Decay,18,Social
O00036985,M0169,Time Decay,16,Affiliate
O00036987,M0492,Last Click,10,Affiliate
O00036989,M0841,Time Decay,15,Search
O00036990,M0114,First Click,7,Affiliate
O00036991,M0348,First Click,10,Affiliate
O00036993,M0534,First Click,18,Affiliate
O00036994,M0038,Time Decay,4,Email
O00036996,M0127,Time Decay,22,Social
O00036997,M0561,Last Click,4,Search
O00036998,M0614,Linear,29,Affiliate
O00037003,M0129,First Click,7,Social
O00037006,M0093,Time Decay,28,Email
O00037007,M0875,Last Click,4,Search
O00037008,M0466,Time Decay,20,Email
O00037009,M0591,Linear,27,Social
O00037010,M0917,Linear,3,Email
O00037011,M0981,Linear,18,Email
O00037012,M0439,Linear,26,Search
O00037013,M0511,Linear,20,Social
O00037014,M0305,Last Click,23,Social
O00037015,M0289,Time Decay,28,Social
O00037016,M0947,First Click,21,Email
O00037017,M0213,Linear,2,Social
O00037018,M0123,Time Decay,3,Affiliate
O00037019,M0019,Time Decay,5,Search
O00037020,M0549,Last Click,10,Social
O00037021,M0558,Linear,14,Search
O00037022,M0694,First Click,26,Email
O00037023,M0541,First Click,30,Social
O00037024,M0786,First Click,12,Email
O00037025,M0201,First Click,9,Affiliate
O00037026,M0845,Time Decay,28,Search
O00037027,M0384,Time Decay,15,Search
O00037028,M0848,Last Click,10,Email
O00037029,M0287,Linear,22,Social
O00037030,M0929,First Click,22,Social
O00037031,M0098,First Click,6,Email
O00037032,M0522,Last Click,12,Affiliate
O00037033,M0082,Time Decay,5,Search
O00037034,M0146,Time Decay,1,Social
O00037035,M0463,Last Click,2,Affiliate
O00037037,M0267,Linear,11,Affiliate
O00037038,M0258,First Click,12,Email
O00037039,M0575,Linear,1,Affiliate
O00037041,M0108,Last Click,2,Email
O00037045,M0615,First Click,8,Search
O00037046,M0704,Linear,22,Email
O00037048,M0358,Last Click,11,Email
O00037049,M0175,Time Decay,22,Search
O00037050,M0286,Last Click,26,Affiliate
O00037051,M0120,First Click,10,Email
O00037052,M0025,Time Decay,2,Email
O00037054,M0696,Last Click,6,Search
O00037055,M0742,Last Click,29,Affiliate
O00037056,M0795,Time Decay,3,Search
O00037057,M0560,Linear,12,Email
O00037058,M0288,Last Click,13,Social
O00037059,M0205,Last Click,13,Search
O00037060,M0003,Time Decay,20,Social
O00037061,M0355,Last Click,5,Email
O00037062,M0155,First Click,27,Email
O00037063,M0385,Time Decay,30,Affiliate
O00037064,M0132,Time Decay,27,Social
O00037065,M0700,Linear,3,Email
O00037067,M0926,First Click,9,Affiliate
O00037069,M0330,Last Click,2,Social
O00037070,M0040,Time Decay,6,Email
O00037071,M0329,First Click,1,Email
O00037072,M0024,Time Decay,28,Email
O00037073,M0107,First Click,4,Social
O00037074,M0071,Last Click,0,Social
O00037075,M0233,Linear,12,Search
O00037076,M0067,Last Click,17,Social
O00037077,M0890,Linear,10,Search
O00037078,M0512,Time Decay,29,Affiliate
O00037081,M0941,Last Click,8,Social
O00037083,M0989,First Click,2,Social
O00037084,M0547,Last Click,6,Affiliate
O00037086,M0142,First Click,21,Search
O00037087,M0691,Time Decay,26,Email
O00037089,M0383,Time Decay,10,Search
O00037090,M0126,Linear,12,Social
O00037091,M0323,Linear,24,Social
O00037092,M0302,Last Click,18,Affiliate
O00037094,M0703,First Click,5,Affiliate
O00037095,M0252,Linear,0,Affiliate
O00037097,M0776,Time Decay,30,Social
O00037098,M0496,Time Decay,14,Email
O00037099,M0426,Time Decay,24,Affiliate
O00037100,M0531,Linear,28,Email
O00037101,M0946,Last Click,12,Search
O00037103,M0664,Linear,18,Email
O00037104,M0659,Linear,9,Email
O00037105,M0117,Time Decay,0,Social
O00037106,M0975,Linear,26,Affiliate
O00037107,M0852,Linear,19,Search
O00037108,M0264,Linear,0,Social
O00037109,M0916,First Click,16,Email
O00037110,M0275,Linear,8,Email
O00037112,M0174,Last Click,0,Email
O00037113,M0255,Last Click,29,Email
O00037114,M0619,Linear,5,Social
O00037115,M0177,Linear,6,Affiliate
O00037116,M0849,First Click,6,Social
O00037117,M0396,Last Click,15,Affiliate
O00037118,M0741,Time Decay,9,Social
O00037121,M0155,Last Click,3,Email
O00037122,M0106,Time Decay,20,Search
O00037123,M0530,Last Click,4,Email
O00037125,M0687,Time Decay,6,Search
O00037126,M0707,Linear,18,Email
O00037127,M0414,First Click,17,Affiliate
O00037129,M0326,Time Decay,13,Email
O00037130,M0142,Time Decay,26,Search
O00037131,M0031,First Click,4,Social
O00037132,M0811,Time Decay,9,Affiliate
O00037134,M0995,Time Decay,8,Affiliate
O00037135,M0188,Last Click,28,Search
O00037136,M0614,Time Decay,23,Affiliate
O00037137,M0804,First Click,27,Affiliate
O00037138,M0865,Linear,16,Search
O00037139,M0562,Last Click,12,Email
O00037140,M0209,Linear,10,Affiliate
O00037141,M0744,Linear,7,Email
O00037142,M0951,Linear,13,Email
O00037143,M0168,Time Decay,26,Social
O00037144,M0591,First Click,0,Social
O00037145,M0459,Last Click,29,Affiliate
O00037146,M0174,Last Click,19,Email
O00037147,M0807,Time Decay,11,Social
O00037149,M0173,First Click,15,Affiliate
O00037150,M0894,First Click,13,Search
O00037151,M0471,Time Decay,12,Search
O00037152,M0261,First Click,24,Email
O00037153,M0292,Linear,8,Email
O00037154,M0990,First Click,11,Search
O00037155,M0291,First Click,13,Affiliate
O00037156,M0895,First Click,29,Email
O00037157,M0479,Time Decay,19,Search
O00037158,M0432,Time Decay,15,Email
O00037159,M0727,Time Decay,17,Affiliate
O00037161,M0048,Linear,18,Email
O00037164,M0423,First Click,8,Social
O00037165,M0002,Linear,29,Email
O00037166,M0174,Time Decay,9,Email
O00037168,M0240,Last Click,30,Search
O00037169,M0711,Time Decay,10,Social
O00037170,M0475,First Click,10,Email
O00037171,M0826,Time Decay,10,Social
O00037172,M0481,Last Click,24,Email
O00037173,M0401,Last Click,28,Email
O00037174,M0028,Time Decay,18,Search
O00037176,M0400,Time Decay,27,Social
O00037177,M0515,Time Decay,22,Affiliate
O00037179,M0776,First Click,28,Social
O00037180,M0487,Time Decay,28,Search
O00037182,M0357,Linear,25,Search
O00037183,M0110,Time Decay,14,Email
O00037184,M0874,Time Decay,12,Affiliate
O00037186,M0672,Last Click,25,Social
O00037190,M0856,First Click,24,Affiliate
O00037192,M0619,Time Decay,4,Social
O00037198,M0668,Linear,15,Social
O00037199,M0956,First Click,28,Social
O00037200,M0450,First Click,7,Search
O00037201,M0879,Last Click,5,Search
O00037203,M0060,Last Click,12,Affiliate
O00037204,M0217,Time Decay,19,Affiliate
O00037206,M0426,Linear,8,Affiliate
O00037208,M0398,Time Decay,9,Social
O00037210,M0516,Last Click,27,Search
O00037211,M0976,First Click,3,Social
O00037212,M0374,First Click,15,Social
O00037214,M0347,First Click,3,Affiliate
O00037215,M0867,Last Click,22,Affiliate
O00037216,M0122,Time Decay,22,Search
O00037218,M0180,Last Click,16,Social
O00037219,M0401,Linear,14,Email
O00037220,M0629,Last Click,4,Social
O00037221,M0245,First Click,28,Social
O00037222,M0530,Last Click,22,Email
O00037223,M0789,Linear,21,Email
O00037224,M0112,Time Decay,28,Search
O00037226,M0904,First Click,0,Email
O00037227,M0718,Linear,11,Search
O00037228,M0384,Time Decay,25,Search
O00037229,M0095,Last Click,29,Email
O00037231,M0493,Time Decay,2,Search
O00037232,M0031,First Click,15,Social
O00037234,M0614,Last Click,3,Affiliate
O00037235,M0103,Time Decay,6,Email
O00037237,M0589,First Click,26,Search
O00037238,M0485,Linear,11,Email
O00037239,M0485,First Click,14,Email
O00037241,M0837,Linear,28,Email
O00037242,M0098,First Click,21,Email
O00037243,M0384,First Click,9,Search
O00037245,M0261,Time Decay,30,Email
O00037246,M0041,Linear,3,Email
O00037247,M0465,Time Decay,15,Social
O00037248,M0493,Last Click,16,Search
O00037249,M0137,Linear,14,Email
O00037250,M0274,Linear,22,Affiliate
O00037252,M0146,Time Decay,5,Social
O00037254,M0575,Linear,12,Affiliate
O00037256,M0158,Time Decay,16,Social
O00037257,M0904,Time Decay,15,Email
O00037258,M0992,First Click,1,Social
O00037259,M0527,Time Decay,8,Search
O00037260,M0654,Last Click,17,Social
O00037261,M0547,Linear,14,Affiliate
O00037262,M0914,Last Click,14,Affiliate
O00037263,M0891,First Click,16,Affiliate
O00037264,M0248,Linear,17,Email
O00037265,M0133,Time Decay,24,Email
O00037266,M0197,First Click,8,Social
O00037267,M0561,Time Decay,2,Search
O00037268,M0222,Linear,24,Affiliate
O00037269,M0739,First Click,2,Search
O00037270,M0722,Time Decay,6,Search
O00037271,M0313,First Click,25,Affiliate
O00037273,M0548,Linear,19,Search
O00037275,M0536,First Click,12,Email
O00037276,M0418,First Click,18,Social
O00037278,M0429,Linear,22,Email
O00037279,M0536,Time Decay,6,Email
O00037280,M0653,Linear,10,Email
O00037281,M0896,First Click,25,Affiliate
O00037282,M0452,Last Click,6,Affiliate
O00037284,M0147,Last Click,23,Affiliate
O00037285,M0590,Last Click,25,Search
O00037286,M0746,Linear,19,Affiliate
O00037287,M0892,Time Decay,4,Search
O00037291,M0124,Last Click,27,Social
O00037292,M0718,Time Decay,15,Search
O00037294,M0850,Time Decay,3,Social
O00037295,M0623,Last Click,30,Search
O00037296,M0795,Time Decay,19,Search
O00037297,M0575,Time Decay,16,Affiliate
O00037298,M0355,Time Decay,25,Email
O00037299,M0376,Linear,6,Search
O00037301,M0881,First Click,13,Social
O00037304,M0237,Linear,25,Email
O00037306,M0822,Time Decay,3,Email
O00037307,M0828,Time Decay,6,Email
O00037308,M0210,Linear,23,Affiliate
O00037309,M0940,Last Click,25,Affiliate
O00037310,M0691,Last Click,17,Email
O00037311,M0600,Linear,15,Social
O00037312,M0599,Linear,26,Search
O00037313,M0579,First Click,1,Affiliate
O00037317,M0573,First Click,26,Email
O00037319,M0002,Last Click,12,Email
O00037320,M0268,Linear,10,Social
O00037326,M0017,First Click,18,Affiliate
O00037327,M0858,Time Decay,9,Social
O00037328,M0934,Linear,7,Search
O00037329,M0998,First Click,6,Search
O00037330,M0129,Linear,13,Social
O00037331,M0941,First Click,29,Social
O00037333,M0479,First Click,14,Search
O00037336,M0239,Time Decay,3,Social
O00037340,M0213,First Click,16,Social
O00037341,M0340,First Click,7,Email
O00037342,M0664,First Click,18,Email
O00037345,M0359,Linear,26,Affiliate
O00037346,M0225,First Click,15,Search
O00037348,M0847,Time Decay,21,Search
O00037349,M0533,Time Decay,21,Social
O00037350,M0531,Linear,4,Email
O00037351,M0949,First Click,15,Social
O00037352,M0544,First Click,14,Affiliate
O00037353,M0365,First Click,2,Affiliate
O00037354,M0379,Time Decay,13,Social
O00037355,M0320,First Click,20,Email
O00037356,M0444,Time Decay,17,Email
O00037357,M0547,Linear,28,Affiliate
O00037359,M0588,First Click,24,Email
O00037360,M0400,Linear,26,Social
O00037361,M0579,Linear,22,Affiliate
O00037363,M0254,First Click,20,Email
O00037364,M0539,Linear,17,Affiliate
O00037366,M0723,Time Decay,12,Search
O00037367,M0298,Time Decay,26,Social
O00037368,M0868,Last Click,16,Email
O00037374,M0454,First Click,19,Email
O00037375,M0645,Linear,19,Search
O00037376,M0240,Linear,15,Search
O00037377,M0754,Linear,27,Email
O00037379,M0614,First Click,4,Affiliate
O00037382,M0038,Linear,27,Email
O00037383,M0481,Linear,20,Email
O00037385,M0230,Last Click,29,Email
O00037386,M0791,Linear,1,Search
O00037387,M0543,First Click,16,Social
O00037388,M0792,Last Click,25,Email
